,name,decimalLongitude,decimalLatitude,issues,prov,key,datasetKey,publishingOrgKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,scientificName,kingdom,phylum,order,family,genus,genericName,specificEpithet,infraspecificEpithet,taxonRank,dateIdentified,coordinateUncertaintyInMeters,year,month,day,eventDate,modified,lastInterpreted,references,license,geodeticDatum,class,countryCode,country,rightsHolder,identifier,informationWithheld,verbatimEventDate,datasetName,collectionCode,gbifID,verbatimLocality,occurrenceID,taxonID,recordedBy,catalogNumber,institutionCode,rights,eventTime,occurrenceRemarks,identificationID,individualCount,elevation,elevationAccuracy,continent,stateProvince,habitat,institutionID,georeferencedBy,municipality,county,locality,language,taxonomicStatus,type,vernacularName,samplingProtocol,verbatimElevation,identifiedBy,higherClassification
26,Puma concolor,-121.468622,37.088193,gass84,gbif,1836629791,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:41.697+0000,2018-03-26T13:40:04.734+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-14T15:03:29.000+0000,105,2018,2,7,07-02-18,2018-03-15T09:33:39.000+0000,2018-03-26T13:40:33.794+0000,https://www.inaturalist.org/observations/10231854,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Mike,10231854,NA,07-02-18,iNaturalist research-grade observations,Observations,1836629791,Henry W. Coe State Park,https://www.inaturalist.org/observations/10231854,42007,Mike,10231854,iNaturalist,© Mike some rights reserved,NA,Caught on game camera at Coyote Creek. Showed up on two pictures but never on the video.,22704023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Puma concolor,-121.35862,37.112293,gass84,gbif,1457615144,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:42:41.757+0000,2017-10-08T15:21:54.967+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2017-04-06T20:32:18.000+0000,27,2017,3,24,24-03-17,2017-09-20T09:40:40.000+0000,2018-02-04T00:27:29.007+0000,https://www.inaturalist.org/observations/5593207,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Mike,5593207,NA,24-03-17,iNaturalist research-grade observations,Observations,1457615144,Henry Coe State Park,https://www.inaturalist.org/observations/5593207,42007,Mike,5593207,iNaturalist,© Mike some rights reserved,NA,"At 17:41, on Friday evening our Game camera at the Dowdy Entrance gate captured this lovely Lion.",11575721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Puma concolor,-121.366353,37.120401,gass84,gbif,1838036687,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:33:22.181+0000,2018-04-23T15:36:57.909+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-04-09T23:41:26.000+0000,211,2018,4,7,07-04-18,2018-04-14T19:30:43.000+0000,2018-04-23T15:36:57.943+0000,https://www.inaturalist.org/observations/10740494,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,10740494,NA,07-04-18,iNaturalist research-grade observations,Observations,1838036687,"Henry Coe State Park, CA, US",https://www.inaturalist.org/observations/10740494,143589,sferry,10740494,iNaturalist,© sferry some rights reserved,NA,NA,23846005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Puma concolor,-121.476082,37.148376,gass84,gbif,1838381387,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:33:53.337+0000,2018-04-23T15:40:23.331+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-17T23:22:53.000+0000,26,2018,4,17,17-04-18,2018-04-19T03:36:57.000+0000,2018-04-23T15:40:23.589+0000,https://www.inaturalist.org/observations/11087244,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,11087244,NA,17-04-18,iNaturalist research-grade observations,Observations,1838381387,"Henry W. Coe, Henry W. Coe State Park, Santa Clara County, US-CA, US",https://www.inaturalist.org/observations/11087244,42007,sferry,11087244,iNaturalist,© sferry some rights reserved,NA,"Two sets of tracks walking the road, one large, one smaller.",24673597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Puma concolor,-122.250489,37.168245,"cdround,gass84",gbif,1841303316,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:50.147+0000,2018-05-07T16:01:29.568+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-01T21:03:14.000+0000,28447,2018,4,29,29-04-18,2018-05-02T23:35:13.000+0000,2018-05-07T16:01:29.606+0000,https://www.inaturalist.org/observations/12010065,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Trent Pearce,12010065,Coordinate uncertainty increased to 28447m at the request of the observer,2018/04/29 1:59 PM PDT,iNaturalist research-grade observations,Observations,1841303316,"California, US",https://www.inaturalist.org/observations/12010065,42007,Trent Pearce,12010065,iNaturalist,© Trent Pearce some rights reserved,20:59:00Z,NA,26234919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Puma concolor,-121.395576,37.169778,gass84,gbif,1848810125,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:36:04.750+0000,2018-06-20T17:36:05.087+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-06-04T19:33:09.000+0000,26,2018,5,31,31-05-18,2018-06-05T15:03:59.000+0000,2018-06-20T17:36:14.855+0000,https://www.inaturalist.org/observations/13121127,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,13121127,NA,31-05-18,iNaturalist research-grade observations,Observations,1848810125,"Henry W. Coe, Henry W. Coe State Park, Stanislaus County, US-CA, US",https://www.inaturalist.org/observations/13121127,42007,sferry,13121127,iNaturalist,© sferry some rights reserved,NA,NA,28536128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Puma concolor,-122.006912,37.171091,"cdround,gass84",gbif,1847425797,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:37.562+0000,2018-05-31T15:20:39.708+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-29T22:05:58.000+0000,640,2018,4,29,29-04-18,2018-05-09T14:10:36.000+0000,2018-05-31T15:20:39.847+0000,https://www.inaturalist.org/observations/11799748,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Anne Parsons,11799748,NA,2018/04/29 9:08 AM PDT,iNaturalist research-grade observations,Observations,1847425797,"Bear Creek Redwoods Open Space Preserve, CA, US",https://www.inaturalist.org/observations/11799748,42007,Anne Parsons,11799748,iNaturalist,© Anne Parsons some rights reserved,16:08:00Z,Old mountain lion scat with white cast. Length: ~9 inches Width: 1 1/8 inches,25900664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Puma concolor,-121.485831,37.173859,gass84,gbif,1831087553,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:20.127+0000,2018-03-08T06:34:17.390+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,NA,NA,2018,2,25,25-02-18,2018-02-27T22:34:43.000+0000,2018-03-08T06:34:22.833+0000,https://www.inaturalist.org/observations/10008180,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Mike,10008180,NA,25-02-18,iNaturalist research-grade observations,Observations,1831087553,Henry W. Coe State Park,https://www.inaturalist.org/observations/10008180,42007,Mike,10008180,iNaturalist,© Mike some rights reserved,NA,Found these these tracks along the creek in the narrows.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Puma concolor,-121.388433,37.175693,gass84,gbif,1805413101,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:15.513+0000,2018-06-20T17:48:15.561+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-01-17T23:04:16.000+0000,105,2018,1,6,06-01-18,2018-06-05T15:32:49.000+0000,2018-06-20T17:48:15.601+0000,https://www.inaturalist.org/observations/9512245,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,9512245,NA,06-01-18,iNaturalist research-grade observations,Observations,1805413101,"Henry W. Coe, Henry W. Coe State Park, Stanislaus County, US-CA, US",https://www.inaturalist.org/observations/9512245,143589,sferry,9512245,iNaturalist,© sferry some rights reserved,NA,NA,20835860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Puma concolor,-121.99944,37.179609,gass84,gbif,1847647479,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:27.718+0000,2018-05-31T16:30:24.597+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-01-29T02:11:24.000+0000,26,2018,1,26,26-01-18,2018-05-09T14:29:20.000+0000,2018-05-31T16:30:24.631+0000,https://www.inaturalist.org/observations/9651111,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Anne Parsons,9651111,NA,2018/01/26 1:54 PM PST,iNaturalist research-grade observations,Observations,1847647479,"Bear Creek Redwoods Open Space Preserve, CA, US",https://www.inaturalist.org/observations/9651111,42007,Anne Parsons,9651111,iNaturalist,© Anne Parsons some rights reserved,21:54:00Z,"Mountain lion scat deposited in about 5 pieces. Disintegrated due to recent rains. The scat contains stiff white hairs. It's hard to tell depth from these pictures, but the scrape was more than 12 inches long and there was a pile of redwood needles, leaves, and sticks (from the scrape) more than 4 inches high. The scat was deposited on the ""hill"" made by scraping. Notice the size of this scat relative to the two bobcat scats photographed on the same day. Length: ~10-11 inches Width: ~1 inch Scrape length: >12 inches",21203391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Puma concolor,-121.476882,37.188943,gass84,gbif,1699386755,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:46:54.664+0000,2018-02-15T09:26:12.562+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2017-10-31T13:01:27.000+0000,105,2017,1,2,02-01-17,2018-01-31T22:23:32.000+0000,2018-02-15T09:26:12.597+0000,https://www.inaturalist.org/observations/8628841,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Mike,8628841,NA,02-01-17,iNaturalist research-grade observations,Observations,1699386755,Henry W. Coe State Park,https://www.inaturalist.org/observations/8628841,42007,Mike,8628841,iNaturalist,© Mike some rights reserved,NA,"Theses tracks were on the lower part of Blue Ridge Road, east of its junction with Poverty Flat Road January 2, 2017. It was early morning, the rain just stopped and tracks looked fresh. Photos by Elena Armstong",18351974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Puma concolor,-121.695871,37.321409,gass84,gbif,1847492556,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:11.743+0000,2018-05-31T15:22:00.642+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-11T15:37:21.000+0000,52,2018,5,10,10-05-18,2018-05-16T21:33:04.000+0000,2018-05-31T15:23:13.827+0000,https://www.inaturalist.org/observations/12352154,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Anne Parsons,12352154,NA,2018/05/10 10:38 AM PDT,iNaturalist research-grade observations,Observations,1847492556,"Joseph D. Grant County Park, CA, US",https://www.inaturalist.org/observations/12352154,42007,Anne Parsons,12352154,iNaturalist,© Anne Parsons some rights reserved,17:38:00Z,"Mountain Lion Scat deposited on top of cow dung Morphology: gray, tightly-packed, segmented; contains hair and bits of bone Length: ~8-9 inches Width: 1.1 inch (2.75 cm)",26994126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Puma concolor,-122.188447,37.363797,"cdround,gass84",gbif,1453377710,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:41:48.170+0000,2018-03-26T14:17:13.639+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2017-01-24T23:07:53.000+0000,NA,2017,1,20,20-01-17,2018-03-15T16:47:39.000+0000,2018-03-26T14:17:13.668+0000,https://www.inaturalist.org/observations/5001083,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Palo Alto Open Space,5001083,NA,Fri Jan 20 2017 18:34:33 GMT-0800 (PST),iNaturalist research-grade observations,Observations,1453377710,"Foothills Park Palo Alto, Palo Alto, CA, US",https://www.inaturalist.org/observations/5001083,42007,Palo Alto Open Space,5001083,iNaturalist,© Palo Alto Open Space some rights reserved,02:34:33Z,NA,10117441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Puma concolor,-121.698334,37.573055,"cdround,gass84",gbif,1848759451,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:45.618+0000,2018-06-12T02:17:01.888+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-28T03:05:01.000+0000,NA,2018,5,26,26-05-18,2018-05-29T17:59:45.000+0000,2018-06-12T02:17:37.339+0000,https://www.inaturalist.org/observations/12881669,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Morgan Cantrell,12881669,NA,2018-05-26 10:39:50 AM PDT,iNaturalist research-grade observations,Observations,1848759451,"Sailor Camp Trail, Livermore, CA 94550, USA",https://www.inaturalist.org/observations/12881669,42007,Morgan Cantrell,12881669,iNaturalist,© Morgan Cantrell some rights reserved,17:39:50Z,NA,28040115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Puma concolor,-122.564704,38.248657,"cdround,gass84",gbif,1847595125,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:38.854+0000,2018-05-31T15:23:15.870+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-24T18:33:51.000+0000,28270,2018,5,4,04-05-18,2018-05-29T06:26:39.000+0000,2018-05-31T15:26:31.403+0000,https://www.inaturalist.org/observations/12776508,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,12776508,Coordinate uncertainty increased to 28270m at the request of the observer,04-05-18,iNaturalist research-grade observations,Observations,1847595125,"California, US",https://www.inaturalist.org/observations/12776508,42007,rprovost,12776508,iNaturalist,© rprovost some rights reserved,NA,Fresh lion kill with clean evisceration. See additional photos.,27838042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Puma concolor,-122.453565,38.402133,"cdround,gass84",gbif,1838407947,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:00.888+0000,2018-05-31T15:19:39.451+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-19T19:48:13.000+0000,28240,2018,3,12,12-03-18,2018-05-11T20:06:31.000+0000,2018-05-31T15:19:39.568+0000,https://www.inaturalist.org/observations/11178393,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,11178393,Coordinate uncertainty increased to 28240m at the request of the observer,2018/03/12 9:49 PM PDT,iNaturalist research-grade observations,Observations,1838407947,"California, US",https://www.inaturalist.org/observations/11178393,42007,rprovost,11178393,iNaturalist,© rprovost some rights reserved,04:49:00Z,NA,24878604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Puma concolor,-122.515627,38.408233,"cdround,gass84",gbif,1836669731,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:54.735+0000,2018-03-26T13:40:57.303+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-22T03:18:01.000+0000,28240,2018,3,1,01-03-18,2018-03-22T03:40:23.000+0000,2018-03-26T13:41:49.137+0000,https://www.inaturalist.org/observations/10352576,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,10352576,Coordinate uncertainty increased to 28240m at the request of the observer,2018/03/01 2:28 AM PST,iNaturalist research-grade observations,Observations,1836669731,"California, US",https://www.inaturalist.org/observations/10352576,42007,rprovost,10352576,iNaturalist,© rprovost some rights reserved,10:28:00Z,Mayacamas Mountains between Oakville and Glen Ellen,23002247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Puma concolor,-122.803709,38.418883,"cdround,gass84",gbif,1802781354,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:00.468+0000,2018-02-01T17:55:09.352+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-01-06T18:16:52.000+0000,28240,2018,1,5,05-01-18,2018-01-22T03:27:24.000+0000,2018-02-02T17:13:23.439+0000,https://www.inaturalist.org/observations/9383449,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,tedjudah,9383449,Coordinate uncertainty increased to 28240m at the request of the observer,Fri Jan 05 2018 22:03:16 GMT-0800 (PST),iNaturalist research-grade observations,Observations,1802781354,"Sonoma County, US-CA, US",https://www.inaturalist.org/observations/9383449,143589,tedjudah,9383449,iNaturalist,© tedjudah some rights reserved,06:03:16Z,Came across a skeleton in the forest. At first thought it was a deer. Soon realized it was a large cat!,20455980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Puma concolor,-122.554551,38.423689,"cdround,gass84",gbif,1847591651,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:37.748+0000,2018-05-31T15:23:13.503+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-24T03:26:44.000+0000,28240,2018,2,25,25-02-18,2018-05-29T06:27:57.000+0000,2018-05-31T15:26:24.281+0000,https://www.inaturalist.org/observations/12760259,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Sheila,12760259,Coordinate uncertainty increased to 28240m at the request of the observer,2018/02/25 8:26 AM PST,iNaturalist research-grade observations,Observations,1847591651,"California, US",https://www.inaturalist.org/observations/12760259,42007,Sheila,12760259,iNaturalist,© Sheila some rights reserved,16:26:00Z,NA,27806544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Puma concolor,-122.547834,38.425588,"cdround,gass84",gbif,1847437949,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:58.827+0000,2018-05-31T15:21:18.382+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-04T18:40:54.000+0000,28240,2018,5,2,02-05-18,2018-05-16T16:31:57.000+0000,2018-05-31T15:21:28.863+0000,https://www.inaturalist.org/observations/12136143,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,12136143,Coordinate uncertainty increased to 28240m at the request of the observer,2018/05/02 9:52 PM PDT,iNaturalist research-grade observations,Observations,1847437949,"California, US",https://www.inaturalist.org/observations/12136143,42007,rprovost,12136143,iNaturalist,© rprovost some rights reserved,04:52:00Z,NA,26552345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Puma concolor,-122.4415,38.449699,"cdround,gass84",gbif,1836669657,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:54.749+0000,2018-03-26T13:40:57.223+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-22T03:18:00.000+0000,28240,2018,2,18,18-02-18,2018-03-22T15:42:35.000+0000,2018-03-26T13:41:48.964+0000,https://www.inaturalist.org/observations/10352573,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,10352573,Coordinate uncertainty increased to 28240m at the request of the observer,2018/02/18 5:31 AM PST,iNaturalist research-grade observations,Observations,1836669657,"California, US",https://www.inaturalist.org/observations/10352573,42007,rprovost,10352573,iNaturalist,© rprovost some rights reserved,13:31:00Z,Mayacamas Mountains between Oakville and Glen Ellen,23002244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Puma concolor,-122.581399,38.457078,"cdround,gass84",gbif,1836669728,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:54.697+0000,2018-03-26T13:40:57.324+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-22T03:18:00.000+0000,28240,2018,2,24,24-02-18,2018-03-22T03:40:56.000+0000,2018-03-26T13:41:49.154+0000,https://www.inaturalist.org/observations/10352574,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,10352574,Coordinate uncertainty increased to 28240m at the request of the observer,2018/02/24 10:28 PM PST,iNaturalist research-grade observations,Observations,1836669728,"California, US",https://www.inaturalist.org/observations/10352574,42007,rprovost,10352574,iNaturalist,© rprovost some rights reserved,06:28:00Z,Mayacamas Mountains between Oakville and Glen Ellen,23002245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
