,name,decimalLongitude,decimalLatitude,issues,prov,key,datasetKey,publishingOrgKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,scientificName,kingdom,phylum,order,family,genus,genericName,specificEpithet,infraspecificEpithet,taxonRank,dateIdentified,coordinateUncertaintyInMeters,year,month,day,eventDate,modified,lastInterpreted,references,license,geodeticDatum,class,countryCode,country,rightsHolder,identifier,informationWithheld,verbatimEventDate,datasetName,collectionCode,gbifID,verbatimLocality,occurrenceID,taxonID,recordedBy,catalogNumber,institutionCode,rights,eventTime,occurrenceRemarks,identificationID,individualCount,elevation,elevationAccuracy,continent,stateProvince,habitat,institutionID,georeferencedBy,municipality,county,locality,language,taxonomicStatus,type,vernacularName,samplingProtocol,verbatimElevation,identifiedBy,higherClassification
58,Puma concolor,-105.303453,39.977214,"cdround,gass84",gbif,1841280288,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:43.962+0000,2018-05-07T16:00:46.305+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-30T19:33:51.000+0000,5,2018,4,27,27-04-18,2018-04-30T21:19:03.000+0000,2018-05-07T16:00:46.370+0000,https://www.inaturalist.org/observations/11909420,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Christian Nunes,11909420,NA,2018/04/27 1:00 PM MDT,iNaturalist research-grade observations,Observations,1841280288,"Boulder County, CO, USA",https://www.inaturalist.org/observations/11909420,42007,Christian Nunes,11909420,iNaturalist,© Christian Nunes some rights reserved,19:00:00Z,Scat placed in a small scrape on a ridge-top. Classic territorial sign. Note mule deer hair and bones.,26063184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Puma concolor,-105.281599,39.992277,"cdround,gass84",gbif,1841196370,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:19.805+0000,2018-05-31T15:20:11.417+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-27T03:23:07.000+0000,188,2018,1,18,18-01-18,2018-05-25T21:24:59.000+0000,2018-05-31T15:20:11.433+0000,https://www.inaturalist.org/observations/11472913,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Suzanne Dingwell,11472913,NA,2018/01/18 12:45 PM HST,iNaturalist research-grade observations,Observations,1841196370,"Enchanted Mesa Trail, Boulder, CO, USA",https://www.inaturalist.org/observations/11472913,42007,Suzanne Dingwell,11472913,iNaturalist,© Suzanne Dingwell some rights reserved,22:45:00Z,NA,25467247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Puma concolor,-111.881386,40.782501,"cdround,gass84",gbif,1807283062,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:26.038+0000,2018-02-15T09:29:16.543+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-01-27T20:34:42.000+0000,NA,2018,1,27,27-01-18,2018-01-31T17:17:50.000+0000,2018-02-15T09:29:16.730+0000,https://www.inaturalist.org/observations/9633727,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,bryanto,9633727,NA,2018-01-27 8:54:23 AM MST,iNaturalist research-grade observations,Observations,1807283062,"275 11th Ave, Salt Lake City, UT 84103, USA",https://www.inaturalist.org/observations/9633727,42007,bryanto,9633727,iNaturalist,© bryanto some rights reserved,15:54:23Z,NA,21160601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Puma concolor,-123.296667,42.925556,"cdround,gass84",gbif,1453534634,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:42:26.191+0000,2018-01-25T14:43:25.831+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2017-03-22T03:10:05.000+0000,NA,2017,2,13,13-02-17,2018-01-10T05:08:40.000+0000,2018-02-05T02:21:26.559+0000,https://www.inaturalist.org/observations/5422760,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,piresj,5422760,NA,2017/02/13 11:57 PM PST,iNaturalist research-grade observations,Observations,1453534634,"Douglas County, OR, USA",https://www.inaturalist.org/observations/5422760,42007,piresj,5422760,iNaturalist,© piresj some rights reserved,07:57:00Z,M2E1L0-0R350B30,11171168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Puma concolor,-110.715065,43.501313,"cdround,gass84",gbif,1836622028,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:38.378+0000,2018-05-31T15:17:34.109+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-03-13T01:32:52.000+0000,281,2018,3,11,11-03-18,2018-05-08T19:10:45.000+0000,2018-05-31T15:17:34.147+0000,https://www.inaturalist.org/observations/10211835,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Jay Bird,10211835,NA,2018/03/11 4:39 PM MDT,iNaturalist research-grade observations,Observations,1836622028,"Teton County, WY, USA",https://www.inaturalist.org/observations/10211835,143589,Jay Bird,10211835,iNaturalist,© Jay Bird some rights reserved,22:39:00Z,"Second lion appeared briefly, shortly after this image was taken.",22647242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Puma concolor,-91.206493,47.382965,"cdround,gass84",gbif,1839268993,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:18.429+0000,2018-04-30T15:24:52.747+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-26T12:56:16.000+0000,NA,2018,4,26,26-04-18,2018-04-26T14:59:53.000+0000,2018-04-30T15:24:53.327+0000,https://www.inaturalist.org/observations/11448008,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Joe Walewski,11448008,NA,2018/04/26 7:17 AM CDT,iNaturalist research-grade observations,Observations,1839268993,"Lake County, MN, USA",https://www.inaturalist.org/observations/11448008,42007,Joe Walewski,11448008,iNaturalist,© Joe Walewski some rights reserved,12:17:00Z,"Distinct size, color, shape... in the middle of the road. Last time we saw something like this, we collected it and sent it in for genetic testing and it came back positive for Mountain Lion.",25420681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Puma concolor,-122.680935,48.033963,"cdround,gass84",gbif,1831233713,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:56.901+0000,2018-03-26T14:55:07.694+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-02-25T01:06:38.000+0000,8,2018,2,22,22-02-18,2018-03-08T21:20:21.000+0000,2018-03-26T14:55:07.752+0000,https://www.inaturalist.org/observations/9983529,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Kurt Steinbach,9983529,NA,2018/02/22 12:02 PM PST,iNaturalist research-grade observations,Observations,1831233713,"Marrowstone, WA 98358, USA",https://www.inaturalist.org/observations/9983529,143589,Kurt Steinbach,9983529,iNaturalist,© Kurt Steinbach some rights reserved,20:02:00Z,Photo credit: Al Smith,22075785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Puma concolor,-122.697367,48.039172,"cdround,gass84",gbif,1837749886,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:33:08.538+0000,2018-04-30T15:15:52.793+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-04-01T06:13:39.000+0000,8,2018,3,22,22-03-18,2018-04-22T12:46:00.000+0000,2018-04-30T15:15:52.839+0000,https://www.inaturalist.org/observations/10542788,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,andrewlantz,10542788,NA,2018/03/22 12:30 AM PDT,iNaturalist research-grade observations,Observations,1837749886,"Marrowstone, WA 98358, USA",https://www.inaturalist.org/observations/10542788,143589,andrewlantz,10542788,iNaturalist,© andrewlantz some rights reserved,07:30:00Z,Trail cam photo,23424461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Puma concolor,-122.684574,48.051558,"cdround,gass84",gbif,1848805798,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:36:02.724+0000,2018-06-12T02:17:36.105+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-06-04T02:26:08.000+0000,652,2018,3,9,09-03-18,2018-06-04T14:43:36.000+0000,2018-06-12T02:19:31.818+0000,https://www.inaturalist.org/observations/13101327,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,andlouise,13101327,NA,Fri Mar 09 2018 23:27:41 GMT-0800 (PST),iNaturalist research-grade observations,Observations,1848805798,"2522 E Marrowstone Rd, Nordland, WA, US",https://www.inaturalist.org/observations/13101327,42007,andlouise,13101327,iNaturalist,© andlouise some rights reserved,07:27:41Z,NA,28492005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Puma concolor,-122.68435,48.051808,"cdround,gass84",gbif,1848798093,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:59.856+0000,2018-06-12T02:17:29.847+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-06-03T04:08:18.000+0000,10,2018,6,2,02-06-18,2018-06-04T14:53:38.000+0000,2018-06-12T02:19:11.870+0000,https://www.inaturalist.org/observations/13066637,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,andlouise,13066637,NA,Sat Jun 02 2018 18:25:05 GMT-0700 (PDT),iNaturalist research-grade observations,Observations,1848798093,"2522 E Marrowstone Rd, Nordland, WA, US",https://www.inaturalist.org/observations/13066637,143589,andlouise,13066637,iNaturalist,© andlouise some rights reserved,01:25:05Z,NA,28421974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
